Mês;Linha;Fabricante;Quantidade
01/03/2014;Pesados;Shacman;4
01/04/2014;Pesados;Shacman;21
01/05/2014;Pesados;Shacman;7
01/06/2014;Pesados;Shacman;0
01/07/2014;Pesados;Shacman;1
01/08/2014;Pesados;Shacman;1
01/09/2014;Pesados;Shacman;5
01/10/2014;Pesados;Shacman;2
01/11/2014;Pesados;Shacman;8
01/12/2014;Pesados;Shacman;0
01/01/2014;Pesados;VOLVO;1043
01/02/2014;Pesados;VOLVO;1230
01/03/2014;Pesados;VOLVO;982
01/04/2014;Pesados;VOLVO;1259
01/05/2014;Pesados;VOLVO;1378
01/06/2014;Pesados;VOLVO;1100
01/07/2014;Pesados;VOLVO;1110
01/08/2014;Pesados;VOLVO;1116
01/09/2014;Pesados;VOLVO;977
01/10/2014;Pesados;VOLVO;1050
01/11/2014;Pesados;VOLVO;1293
01/12/2014;Pesados;VOLVO;1501
01/01/2014;Pesados;Outras empresas;48
01/02/2014;Pesados;Outras empresas;34
01/03/2014;Pesados;Outras empresas;19
01/04/2014;Pesados;Outras empresas;23
01/05/2014;Pesados;Outras empresas;11
01/06/2014;Pesados;Outras empresas;31
01/07/2014;Pesados;Outras empresas;6
01/08/2014;Pesados;Outras empresas;3
01/09/2014;Pesados;Outras empresas;5
01/10/2014;Pesados;Outras empresas;5
01/11/2014;Pesados;Outras empresas;9
01/12/2014;Pesados;Outras empresas;6
01/01/2015;Semileves;Agrale;0
01/02/2015;Semileves;Agrale;0
01/03/2015;Semileves;Agrale;2
01/04/2015;Semileves;Agrale;1
01/05/2015;Semileves;Agrale;0
01/06/2015;Semileves;Agrale;3
01/07/2015;Semileves;Agrale;2
01/08/2015;Semileves;Agrale;4
01/09/2015;Semileves;Agrale;1
01/10/2015;Semileves;Agrale;1
01/11/2015;Semileves;Agrale;3
01/12/2015;Semileves;Agrale;0
01/01/2015;Semileves;FCA (Fiat/Dodge);0
01/02/2015;Semileves;FCA (Fiat/Dodge);0
01/03/2015;Semileves;FCA (Fiat/Dodge);0
01/04/2015;Semileves;FCA (Fiat/Dodge);0
01/05/2015;Semileves;FCA (Fiat/Dodge);0
01/06/2015;Semileves;FCA (Fiat/Dodge);0
01/07/2015;Semileves;FCA (Fiat/Dodge);0
01/08/2015;Semileves;FCA (Fiat/Dodge);1
01/09/2015;Semileves;FCA (Fiat/Dodge);1
01/10/2015;Semileves;FCA (Fiat/Dodge);0
01/11/2015;Semileves;FCA (Fiat/Dodge);20
01/12/2015;Semileves;FCA (Fiat/Dodge);58
01/01/2015;Semileves;Ford;170
01/02/2015;Semileves;Ford;106
01/03/2015;Semileves;Ford;173
01/04/2015;Semileves;Ford;131
01/05/2015;Semileves;Ford;132
01/06/2015;Semileves;Ford;140
01/07/2015;Semileves;Ford;147
01/08/2015;Semileves;Ford;130
01/09/2015;Semileves;Ford;121
01/10/2015;Semileves;Ford;120
01/11/2015;Semileves;Ford;84
01/12/2015;Semileves;Ford;96
01/01/2015;Semileves;Iveco;64
01/02/2015;Semileves;Iveco;38
01/03/2015;Semileves;Iveco;35
01/04/2015;Semileves;Iveco;29
01/05/2015;Semileves;Iveco;45
01/06/2015;Semileves;Iveco;33
01/07/2015;Semileves;Iveco;38
01/08/2015;Semileves;Iveco;63
01/09/2015;Semileves;Iveco;25
01/10/2015;Semileves;Iveco;35
01/11/2015;Semileves;Iveco;32
01/12/2015;Semileves;Iveco;53
01/01/2015;Semileves;MAN;40
01/02/2015;Semileves;MAN;32
01/03/2015;Semileves;MAN;42
01/04/2015;Semileves;MAN;35
01/05/2015;Semileves;MAN;32
01/06/2015;Semileves;MAN;59
01/07/2015;Semileves;MAN;45
01/08/2015;Semileves;MAN;44
01/09/2015;Semileves;MAN;67
01/10/2015;Semileves;MAN;58
01/11/2015;Semileves;MAN;31
01/12/2015;Semileves;MAN;25
01/01/2015;Semileves;Mercedes-Benz;104
01/02/2015;Semileves;Mercedes-Benz;64
01/03/2015;Semileves;Mercedes-Benz;94
01/04/2015;Semileves;Mercedes-Benz;97
01/05/2015;Semileves;Mercedes-Benz;86
01/06/2015;Semileves;Mercedes-Benz;83
01/07/2015;Semileves;Mercedes-Benz;95
01/08/2015;Semileves;Mercedes-Benz;105
01/09/2015;Semileves;Mercedes-Benz;67
01/10/2015;Semileves;Mercedes-Benz;80
01/11/2015;Semileves;Mercedes-Benz;80
01/12/2015;Semileves;Mercedes-Benz;92
01/01/2015;Semileves;Outras empresas;0
01/02/2015;Semileves;Outras empresas;2
01/03/2015;Semileves;Outras empresas;2
01/04/2015;Semileves;Outras empresas;3
01/05/2015;Semileves;Outras empresas;2
01/06/2015;Semileves;Outras empresas;0
01/07/2015;Semileves;Outras empresas;0
01/08/2015;Semileves;Outras empresas;1
01/09/2015;Semileves;Outras empresas;2
01/10/2015;Semileves;Outras empresas;1
01/11/2015;Semileves;Outras empresas;1
01/12/2015;Semileves;Outras empresas;1
01/01/2015;Leves;Agrale;16
01/02/2015;Leves;Agrale;6
01/03/2015;Leves;Agrale;23
01/04/2015;Leves;Agrale;11
01/05/2015;Leves;Agrale;19
01/06/2015;Leves;Agrale;11
01/07/2015;Leves;Agrale;13
01/08/2015;Leves;Agrale;19
01/09/2015;Leves;Agrale;12
01/10/2015;Leves;Agrale;16
01/11/2015;Leves;Agrale;12
01/12/2015;Leves;Agrale;14
01/01/2015;Leves;Caoa - Hyundai;272
01/02/2015;Leves;Caoa - Hyundai;182
01/03/2015;Leves;Caoa - Hyundai;186
01/04/2015;Leves;Caoa - Hyundai;69
01/05/2015;Leves;Caoa - Hyundai;55
01/06/2015;Leves;Caoa - Hyundai;26
01/07/2015;Leves;Caoa - Hyundai;23
01/08/2015;Leves;Caoa - Hyundai;19
01/09/2015;Leves;Caoa - Hyundai;20
01/10/2015;Leves;Caoa - Hyundai;16
01/11/2015;Leves;Caoa - Hyundai;16
01/12/2015;Leves;Caoa - Hyundai;9
01/01/2015;Leves;Ford;450
01/02/2015;Leves;Ford;348
01/03/2015;Leves;Ford;547
01/04/2015;Leves;Ford;398
01/05/2015;Leves;Ford;424
01/06/2015;Leves;Ford;447
01/07/2015;Leves;Ford;431
01/08/2015;Leves;Ford;418
01/09/2015;Leves;Ford;409
01/10/2015;Leves;Ford;319
01/11/2015;Leves;Ford;291
01/12/2015;Leves;Ford;293
01/01/2015;Leves;Iveco;105
01/02/2015;Leves;Iveco;70
01/03/2015;Leves;Iveco;90
01/04/2015;Leves;Iveco;79
01/05/2015;Leves;Iveco;93
01/06/2015;Leves;Iveco;81
01/07/2015;Leves;Iveco;95
01/08/2015;Leves;Iveco;78
01/09/2015;Leves;Iveco;73
01/10/2015;Leves;Iveco;76
01/11/2015;Leves;Iveco;84
01/12/2015;Leves;Iveco;200
01/01/2015;Leves;MAN;785
01/02/2015;Leves;MAN;473
01/03/2015;Leves;MAN;585
01/04/2015;Leves;MAN;526
01/05/2015;Leves;MAN;484
01/06/2015;Leves;MAN;556
01/07/2015;Leves;MAN;596
01/08/2015;Leves;MAN;585
01/09/2015;Leves;MAN;507
01/10/2015;Leves;MAN;454
01/11/2015;Leves;MAN;505
01/12/2015;Leves;MAN;448
01/01/2015;Leves;Mercedes-Benz;530
01/02/2015;Leves;Mercedes-Benz;341
01/03/2015;Leves;Mercedes-Benz;453
01/04/2015;Leves;Mercedes-Benz;495
01/05/2015;Leves;Mercedes-Benz;507
01/06/2015;Leves;Mercedes-Benz;534
01/07/2015;Leves;Mercedes-Benz;572
01/08/2015;Leves;Mercedes-Benz;508
01/09/2015;Leves;Mercedes-Benz;475
01/10/2015;Leves;Mercedes-Benz;526
01/11/2015;Leves;Mercedes-Benz;450
01/12/2015;Leves;Mercedes-Benz;425
01/01/2015;Leves;Outras empresas;7
01/02/2015;Leves;Outras empresas;6
01/03/2015;Leves;Outras empresas;6
01/04/2015;Leves;Outras empresas;8
01/05/2015;Leves;Outras empresas;9
01/06/2015;Leves;Outras empresas;8
01/07/2015;Leves;Outras empresas;5
01/08/2015;Leves;Outras empresas;10
01/09/2015;Leves;Outras empresas;10
01/10/2015;Leves;Outras empresas;6
01/11/2015;Leves;Outras empresas;10
01/12/2015;Leves;Outras empresas;6
01/01/2015;Médios;Agrale;8
01/02/2015;Médios;Agrale;7
01/03/2015;Médios;Agrale;6
01/04/2015;Médios;Agrale;9
01/05/2015;Médios;Agrale;10
01/06/2015;Médios;Agrale;3
01/07/2015;Médios;Agrale;5
01/08/2015;Médios;Agrale;2
01/09/2015;Médios;Agrale;4
01/10/2015;Médios;Agrale;2
01/11/2015;Médios;Agrale;2
01/12/2015;Médios;Agrale;1
01/01/2015;Médios;Ford;284
01/02/2015;Médios;Ford;250
01/03/2015;Médios;Ford;248
01/04/2015;Médios;Ford;257
01/05/2015;Médios;Ford;253
01/06/2015;Médios;Ford;239
01/07/2015;Médios;Ford;287
01/08/2015;Médios;Ford;216
01/09/2015;Médios;Ford;229
01/10/2015;Médios;Ford;178
01/11/2015;Médios;Ford;153
01/12/2015;Médios;Ford;228
01/01/2015;Médios;Iveco;14
01/02/2015;Médios;Iveco;13
01/03/2015;Médios;Iveco;14
01/04/2015;Médios;Iveco;19
01/05/2015;Médios;Iveco;16
01/06/2015;Médios;Iveco;27
01/07/2015;Médios;Iveco;8
01/08/2015;Médios;Iveco;12
01/09/2015;Médios;Iveco;9
01/10/2015;Médios;Iveco;14
01/11/2015;Médios;Iveco;13
01/12/2015;Médios;Iveco;17
01/01/2015;Médios;MAN;288
01/02/2015;Médios;MAN;207
01/03/2015;Médios;MAN;244
01/04/2015;Médios;MAN;182
01/05/2015;Médios;MAN;177
01/06/2015;Médios;MAN;177
01/07/2015;Médios;MAN;212
01/08/2015;Médios;MAN;209
01/09/2015;Médios;MAN;282
01/10/2015;Médios;MAN;192
01/11/2015;Médios;MAN;200
01/12/2015;Médios;MAN;193
01/01/2015;Médios;Mercedes-Benz;148
01/02/2015;Médios;Mercedes-Benz;112
01/03/2015;Médios;Mercedes-Benz;103
01/04/2015;Médios;Mercedes-Benz;113
01/05/2015;Médios;Mercedes-Benz;110
01/06/2015;Médios;Mercedes-Benz;98
01/07/2015;Médios;Mercedes-Benz;119
01/08/2015;Médios;Mercedes-Benz;90
01/09/2015;Médios;Mercedes-Benz;144
01/10/2015;Médios;Mercedes-Benz;119
01/11/2015;Médios;Mercedes-Benz;95
01/12/2015;Médios;Mercedes-Benz;93
01/01/2015;Médios;Outras empresas;0
01/02/2015;Médios;Outras empresas;0
01/03/2015;Médios;Outras empresas;0
01/04/2015;Médios;Outras empresas;0
01/05/2015;Médios;Outras empresas;0
01/06/2015;Médios;Outras empresas;0
01/07/2015;Médios;Outras empresas;0
01/08/2015;Médios;Outras empresas;0
01/09/2015;Médios;Outras empresas;0
01/10/2015;Médios;Outras empresas;0
01/11/2015;Médios;Outras empresas;0
01/12/2015;Médios;Outras empresas;1
01/01/2015;Semipesados;Agrale;2
01/02/2015;Semipesados;Agrale;2
01/03/2015;Semipesados;Agrale;3
01/04/2015;Semipesados;Agrale;1
01/05/2015;Semipesados;Agrale;2
01/06/2015;Semipesados;Agrale;1
01/07/2015;Semipesados;Agrale;0
01/08/2015;Semipesados;Agrale;3
01/09/2015;Semipesados;Agrale;1
01/10/2015;Semipesados;Agrale;0
01/11/2015;Semipesados;Agrale;0
01/12/2015;Semipesados;Agrale;2
01/01/2015;Semipesados;Ford;460
01/02/2015;Semipesados;Ford;319
01/03/2015;Semipesados;Ford;303
01/04/2015;Semipesados;Ford;253
01/05/2015;Semipesados;Ford;279
01/06/2015;Semipesados;Ford;330
01/07/2015;Semipesados;Ford;322
01/08/2015;Semipesados;Ford;271
01/09/2015;Semipesados;Ford;249
01/10/2015;Semipesados;Ford;272
01/11/2015;Semipesados;Ford;172
01/12/2015;Semipesados;Ford;198
01/01/2015;Semipesados;INTERNATIONAL;0
01/02/2015;Semipesados;INTERNATIONAL;1
01/03/2015;Semipesados;INTERNATIONAL;0
01/04/2015;Semipesados;INTERNATIONAL;0
01/05/2015;Semipesados;INTERNATIONAL;0
01/06/2015;Semipesados;INTERNATIONAL;1
01/07/2015;Semipesados;INTERNATIONAL;0
01/08/2015;Semipesados;INTERNATIONAL;0
01/09/2015;Semipesados;INTERNATIONAL;0
01/10/2015;Semipesados;INTERNATIONAL;0
01/11/2015;Semipesados;INTERNATIONAL;0
01/12/2015;Semipesados;INTERNATIONAL;2
01/01/2015;Semipesados;Iveco;133
01/02/2015;Semipesados;Iveco;127
01/03/2015;Semipesados;Iveco;228
01/04/2015;Semipesados;Iveco;155
01/05/2015;Semipesados;Iveco;209
01/06/2015;Semipesados;Iveco;221
01/07/2015;Semipesados;Iveco;146
01/08/2015;Semipesados;Iveco;90
01/09/2015;Semipesados;Iveco;94
01/10/2015;Semipesados;Iveco;106
01/11/2015;Semipesados;Iveco;57
01/12/2015;Semipesados;Iveco;184
01/01/2015;Semipesados;MAN;857
01/02/2015;Semipesados;MAN;644
01/03/2015;Semipesados;MAN;853
01/04/2015;Semipesados;MAN;603
01/05/2015;Semipesados;MAN;603
01/06/2015;Semipesados;MAN;616
01/07/2015;Semipesados;MAN;642
01/08/2015;Semipesados;MAN;553
01/09/2015;Semipesados;MAN;748
01/10/2015;Semipesados;MAN;494
01/11/2015;Semipesados;MAN;482
01/12/2015;Semipesados;MAN;492
01/01/2015;Semipesados;Mercedes-Benz;604
01/02/2015;Semipesados;Mercedes-Benz;420
01/03/2015;Semipesados;Mercedes-Benz;454
01/04/2015;Semipesados;Mercedes-Benz;470
01/05/2015;Semipesados;Mercedes-Benz;493
01/06/2015;Semipesados;Mercedes-Benz;588
01/07/2015;Semipesados;Mercedes-Benz;618
01/08/2015;Semipesados;Mercedes-Benz;510
01/09/2015;Semipesados;Mercedes-Benz;538
01/10/2015;Semipesados;Mercedes-Benz;595
01/11/2015;Semipesados;Mercedes-Benz;418
01/12/2015;Semipesados;Mercedes-Benz;511
01/01/2015;Semipesados;SCANIA;73
01/02/2015;Semipesados;SCANIA;54
01/03/2015;Semipesados;SCANIA;77
01/04/2015;Semipesados;SCANIA;87
01/05/2015;Semipesados;SCANIA;100
01/06/2015;Semipesados;SCANIA;107
01/07/2015;Semipesados;SCANIA;114
01/08/2015;Semipesados;SCANIA;86
01/09/2015;Semipesados;SCANIA;100
01/10/2015;Semipesados;SCANIA;108
01/11/2015;Semipesados;SCANIA;74
01/12/2015;Semipesados;SCANIA;53
01/01/2015;Semipesados;VOLVO;343
01/02/2015;Semipesados;VOLVO;257
01/03/2015;Semipesados;VOLVO;254
01/04/2015;Semipesados;VOLVO;205
01/05/2015;Semipesados;VOLVO;214
01/06/2015;Semipesados;VOLVO;245
01/07/2015;Semipesados;VOLVO;268
01/08/2015;Semipesados;VOLVO;249
01/09/2015;Semipesados;VOLVO;193
01/10/2015;Semipesados;VOLVO;201
01/11/2015;Semipesados;VOLVO;191
01/12/2015;Semipesados;VOLVO;211
01/01/2015;Semipesados;Outras empresas;8
01/02/2015;Semipesados;Outras empresas;11
01/03/2015;Semipesados;Outras empresas;5
01/04/2015;Semipesados;Outras empresas;6
01/05/2015;Semipesados;Outras empresas;2
01/06/2015;Semipesados;Outras empresas;4
01/07/2015;Semipesados;Outras empresas;22
01/08/2015;Semipesados;Outras empresas;3
01/09/2015;Semipesados;Outras empresas;4
01/10/2015;Semipesados;Outras empresas;1
01/11/2015;Semipesados;Outras empresas;2
01/12/2015;Semipesados;Outras empresas;3
01/01/2015;Pesados;DAF;34
01/02/2015;Pesados;DAF;23
01/03/2015;Pesados;DAF;26
01/04/2015;Pesados;DAF;34
01/05/2015;Pesados;DAF;30
01/06/2015;Pesados;DAF;28
01/07/2015;Pesados;DAF;42
01/08/2015;Pesados;DAF;41
01/09/2015;Pesados;DAF;54
01/10/2015;Pesados;DAF;38
01/11/2015;Pesados;DAF;35
01/12/2015;Pesados;DAF;58
01/01/2015;Pesados;Ford;37
01/02/2015;Pesados;Ford;21
01/03/2015;Pesados;Ford;16
01/04/2015;Pesados;Ford;34
01/05/2015;Pesados;Ford;35
01/06/2015;Pesados;Ford;49
01/07/2015;Pesados;Ford;24
01/08/2015;Pesados;Ford;33
01/09/2015;Pesados;Ford;31
01/10/2015;Pesados;Ford;20
01/11/2015;Pesados;Ford;13
01/12/2015;Pesados;Ford;35
01/01/2015;Pesados;INTERNATIONAL;2
01/02/2015;Pesados;INTERNATIONAL;0
01/03/2015;Pesados;INTERNATIONAL;3
01/04/2015;Pesados;INTERNATIONAL;2
01/05/2015;Pesados;INTERNATIONAL;0
01/06/2015;Pesados;INTERNATIONAL;0
01/07/2015;Pesados;INTERNATIONAL;1
01/08/2015;Pesados;INTERNATIONAL;1
01/09/2015;Pesados;INTERNATIONAL;0
01/10/2015;Pesados;INTERNATIONAL;0
01/11/2015;Pesados;INTERNATIONAL;2
01/12/2015;Pesados;INTERNATIONAL;0
01/01/2015;Pesados;Iveco;112
01/02/2015;Pesados;Iveco;57
01/03/2015;Pesados;Iveco;56
01/04/2015;Pesados;Iveco;61
01/05/2015;Pesados;Iveco;57
01/06/2015;Pesados;Iveco;58
01/07/2015;Pesados;Iveco;98
01/08/2015;Pesados;Iveco;89
01/09/2015;Pesados;Iveco;80
01/10/2015;Pesados;Iveco;106
01/11/2015;Pesados;Iveco;67
01/12/2015;Pesados;Iveco;111
01/01/2015;Pesados;MAN;300
01/02/2015;Pesados;MAN;154
01/03/2015;Pesados;MAN;216
01/04/2015;Pesados;MAN;128
01/05/2015;Pesados;MAN;156
01/06/2015;Pesados;MAN;172
01/07/2015;Pesados;MAN;146
01/08/2015;Pesados;MAN;128
01/09/2015;Pesados;MAN;188
01/10/2015;Pesados;MAN;309
01/11/2015;Pesados;MAN;175
01/12/2015;Pesados;MAN;307
01/01/2015;Pesados;Mercedes-Benz;401
01/02/2015;Pesados;Mercedes-Benz;240
01/03/2015;Pesados;Mercedes-Benz;450
01/04/2015;Pesados;Mercedes-Benz;447
01/05/2015;Pesados;Mercedes-Benz;460
01/06/2015;Pesados;Mercedes-Benz;398
01/07/2015;Pesados;Mercedes-Benz;542
01/08/2015;Pesados;Mercedes-Benz;458
01/09/2015;Pesados;Mercedes-Benz;328
01/10/2015;Pesados;Mercedes-Benz;375
01/11/2015;Pesados;Mercedes-Benz;282
01/12/2015;Pesados;Mercedes-Benz;350
01/01/2015;Pesados;SCANIA;481
01/02/2015;Pesados;SCANIA;299
01/03/2015;Pesados;SCANIA;242
01/04/2015;Pesados;SCANIA;374
01/05/2015;Pesados;SCANIA;309
01/06/2015;Pesados;SCANIA;318
01/07/2015;Pesados;SCANIA;321
01/08/2015;Pesados;SCANIA;332
01/09/2015;Pesados;SCANIA;399
01/10/2015;Pesados;SCANIA;395
01/11/2015;Pesados;SCANIA;312
01/12/2015;Pesados;SCANIA;409
01/01/2015;Pesados;Shacman;0
01/02/2015;Pesados;Shacman;0
01/03/2015;Pesados;Shacman;1
01/04/2015;Pesados;Shacman;1
01/05/2015;Pesados;Shacman;0
01/06/2015;Pesados;Shacman;0
01/07/2015;Pesados;Shacman;0
01/08/2015;Pesados;Shacman;0
01/09/2015;Pesados;Shacman;0
01/10/2015;Pesados;Shacman;0
01/11/2015;Pesados;Shacman;0
01/12/2015;Pesados;Shacman;0
01/01/2015;Pesados;VOLVO;505
01/02/2015;Pesados;VOLVO;255
01/03/2015;Pesados;VOLVO;446
01/04/2015;Pesados;VOLVO;460
01/05/2015;Pesados;VOLVO;607
01/06/2015;Pesados;VOLVO;516
01/07/2015;Pesados;VOLVO;493
01/08/2015;Pesados;VOLVO;430
01/09/2015;Pesados;VOLVO;458
01/10/2015;Pesados;VOLVO;542
01/11/2015;Pesados;VOLVO;368
01/12/2015;Pesados;VOLVO;438
01/01/2015;Pesados;Outras empresas;24
01/02/2015;Pesados;Outras empresas;12
01/03/2015;Pesados;Outras empresas;5
01/04/2015;Pesados;Outras empresas;6
01/05/2015;Pesados;Outras empresas;6
01/06/2015;Pesados;Outras empresas;4
01/07/2015;Pesados;Outras empresas;2
01/08/2015;Pesados;Outras empresas;18
01/09/2015;Pesados;Outras empresas;4
01/10/2015;Pesados;Outras empresas;3
01/11/2015;Pesados;Outras empresas;3
01/12/2015;Pesados;Outras empresas;1
01/01/2016;Semileves;Agrale;1
01/02/2016;Semileves;Agrale;0
01/03/2016;Semileves;Agrale;0
01/04/2016;Semileves;Agrale;3
01/05/2016;Semileves;Agrale;2
01/06/2016;Semileves;Agrale;2
01/07/2016;Semileves;Agrale;0
01/08/2016;Semileves;Agrale;1
01/09/2016;Semileves;Agrale;4
01/10/2016;Semileves;Agrale;0
01/11/2016;Semileves;Agrale;4
01/12/2016;Semileves;Agrale;1
01/01/2016;Semileves;FCA (Fiat/Dodge);71
01/02/2016;Semileves;FCA (Fiat/Dodge);49
01/03/2016;Semileves;FCA (Fiat/Dodge);43
01/04/2016;Semileves;FCA (Fiat/Dodge);24
01/05/2016;Semileves;FCA (Fiat/Dodge);34
01/06/2016;Semileves;FCA (Fiat/Dodge);37
01/07/2016;Semileves;FCA (Fiat/Dodge);15
01/08/2016;Semileves;FCA (Fiat/Dodge);35
01/09/2016;Semileves;FCA (Fiat/Dodge);46
01/10/2016;Semileves;FCA (Fiat/Dodge);35
01/11/2016;Semileves;FCA (Fiat/Dodge);39
01/12/2016;Semileves;FCA (Fiat/Dodge);31
01/01/2016;Semileves;Ford;57
01/02/2016;Semileves;Ford;58
01/03/2016;Semileves;Ford;87
01/04/2016;Semileves;Ford;96
01/05/2016;Semileves;Ford;106
01/06/2016;Semileves;Ford;101
01/07/2016;Semileves;Ford;90
01/08/2016;Semileves;Ford;105
01/09/2016;Semileves;Ford;116
01/10/2016;Semileves;Ford;75
01/11/2016;Semileves;Ford;80
01/12/2016;Semileves;Ford;66
01/01/2016;Semileves;Iveco;24
01/02/2016;Semileves;Iveco;33
01/03/2016;Semileves;Iveco;38
01/04/2016;Semileves;Iveco;37
01/05/2016;Semileves;Iveco;30
01/06/2016;Semileves;Iveco;50
01/07/2016;Semileves;Iveco;14
01/08/2016;Semileves;Iveco;30
01/09/2016;Semileves;Iveco;110
01/10/2016;Semileves;Iveco;45
01/11/2016;Semileves;Iveco;37
01/12/2016;Semileves;Iveco;89
01/01/2016;Semileves;MAN;41
01/02/2016;Semileves;MAN;12
01/03/2016;Semileves;MAN;31
01/04/2016;Semileves;MAN;27
01/05/2016;Semileves;MAN;39
01/06/2016;Semileves;MAN;25
01/07/2016;Semileves;MAN;39
01/08/2016;Semileves;MAN;48
01/09/2016;Semileves;MAN;39
01/10/2016;Semileves;MAN;31
01/11/2016;Semileves;MAN;33
01/12/2016;Semileves;MAN;27
01/01/2016;Semileves;Mercedes-Benz;72
01/02/2016;Semileves;Mercedes-Benz;94
01/03/2016;Semileves;Mercedes-Benz;92
01/04/2016;Semileves;Mercedes-Benz;74
01/05/2016;Semileves;Mercedes-Benz;107
01/06/2016;Semileves;Mercedes-Benz;104
01/07/2016;Semileves;Mercedes-Benz;106
01/08/2016;Semileves;Mercedes-Benz;82
01/09/2016;Semileves;Mercedes-Benz;52
01/10/2016;Semileves;Mercedes-Benz;64
01/11/2016;Semileves;Mercedes-Benz;87
01/12/2016;Semileves;Mercedes-Benz;110
01/01/2016;Semileves;Outras empresas;1
01/02/2016;Semileves;Outras empresas;2
01/03/2016;Semileves;Outras empresas;8
01/04/2016;Semileves;Outras empresas;1
01/05/2016;Semileves;Outras empresas;2
01/06/2016;Semileves;Outras empresas;1
01/07/2016;Semileves;Outras empresas;5
01/08/2016;Semileves;Outras empresas;1
01/09/2016;Semileves;Outras empresas;2
01/10/2016;Semileves;Outras empresas;3
01/11/2016;Semileves;Outras empresas;0
01/12/2016;Semileves;Outras empresas;1
01/01/2016;Leves;Agrale;17
01/02/2016;Leves;Agrale;11
01/03/2016;Leves;Agrale;35
01/04/2016;Leves;Agrale;10
01/05/2016;Leves;Agrale;13
01/06/2016;Leves;Agrale;10
01/07/2016;Leves;Agrale;10
01/08/2016;Leves;Agrale;10
01/09/2016;Leves;Agrale;9
01/10/2016;Leves;Agrale;11
01/11/2016;Leves;Agrale;8
01/12/2016;Leves;Agrale;8
01/01/2016;Leves;Caoa - Hyundai;1
01/02/2016;Leves;Caoa - Hyundai;1
01/03/2016;Leves;Caoa - Hyundai;1
01/04/2016;Leves;Caoa - Hyundai;7
01/05/2016;Leves;Caoa - Hyundai;6
01/06/2016;Leves;Caoa - Hyundai;10
01/07/2016;Leves;Caoa - Hyundai;4
01/08/2016;Leves;Caoa - Hyundai;13
01/09/2016;Leves;Caoa - Hyundai;3
01/10/2016;Leves;Caoa - Hyundai;2
01/11/2016;Leves;Caoa - Hyundai;3
01/12/2016;Leves;Caoa - Hyundai;1
01/01/2016;Leves;Ford;195
01/02/2016;Leves;Ford;242
01/03/2016;Leves;Ford;253
01/04/2016;Leves;Ford;276
01/05/2016;Leves;Ford;265
01/06/2016;Leves;Ford;297
01/07/2016;Leves;Ford;230
01/08/2016;Leves;Ford;259
01/09/2016;Leves;Ford;270
01/10/2016;Leves;Ford;218
01/11/2016;Leves;Ford;201
01/12/2016;Leves;Ford;222
01/01/2016;Leves;Iveco;45
01/02/2016;Leves;Iveco;64
01/03/2016;Leves;Iveco;59
01/04/2016;Leves;Iveco;99
01/05/2016;Leves;Iveco;65
01/06/2016;Leves;Iveco;60
01/07/2016;Leves;Iveco;63
01/08/2016;Leves;Iveco;41
01/09/2016;Leves;Iveco;35
01/10/2016;Leves;Iveco;27
01/11/2016;Leves;Iveco;25
01/12/2016;Leves;Iveco;35
01/01/2016;Leves;MAN;497
01/02/2016;Leves;MAN;419
01/03/2016;Leves;MAN;386
01/04/2016;Leves;MAN;376
01/05/2016;Leves;MAN;410
01/06/2016;Leves;MAN;435
01/07/2016;Leves;MAN;606
01/08/2016;Leves;MAN;539
01/09/2016;Leves;MAN;369
01/10/2016;Leves;MAN;378
01/11/2016;Leves;MAN;409
01/12/2016;Leves;MAN;348
01/01/2016;Leves;Mercedes-Benz;336
01/02/2016;Leves;Mercedes-Benz;310
01/03/2016;Leves;Mercedes-Benz;380
01/04/2016;Leves;Mercedes-Benz;350
01/05/2016;Leves;Mercedes-Benz;321
01/06/2016;Leves;Mercedes-Benz;292
01/07/2016;Leves;Mercedes-Benz;307
01/08/2016;Leves;Mercedes-Benz;366
01/09/2016;Leves;Mercedes-Benz;397
01/10/2016;Leves;Mercedes-Benz;301
01/11/2016;Leves;Mercedes-Benz;353
01/12/2016;Leves;Mercedes-Benz;470
01/01/2016;Leves;Outras empresas;2
01/02/2016;Leves;Outras empresas;3
01/03/2016;Leves;Outras empresas;5
01/04/2016;Leves;Outras empresas;4
01/05/2016;Leves;Outras empresas;3
01/06/2016;Leves;Outras empresas;3
01/07/2016;Leves;Outras empresas;14
01/08/2016;Leves;Outras empresas;9
01/09/2016;Leves;Outras empresas;5
01/10/2016;Leves;Outras empresas;4
01/11/2016;Leves;Outras empresas;3
01/12/2016;Leves;Outras empresas;1
01/01/2016;Médios;Agrale;8
01/02/2016;Médios;Agrale;0
01/03/2016;Médios;Agrale;5
01/04/2016;Médios;Agrale;1
01/05/2016;Médios;Agrale;0
01/06/2016;Médios;Agrale;5
01/07/2016;Médios;Agrale;0
01/08/2016;Médios;Agrale;3
01/09/2016;Médios;Agrale;1
01/10/2016;Médios;Agrale;0
01/11/2016;Médios;Agrale;1
01/12/2016;Médios;Agrale;0
01/01/2016;Médios;Ford;136
01/02/2016;Médios;Ford;91
01/03/2016;Médios;Ford;135
01/04/2016;Médios;Ford;127
01/05/2016;Médios;Ford;117
01/06/2016;Médios;Ford;118
01/07/2016;Médios;Ford;119
01/08/2016;Médios;Ford;127
01/09/2016;Médios;Ford;116
01/10/2016;Médios;Ford;110
